Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  7.99     11.76    11.76                             Foam::List<double>::List(Foam::List<double> const&) (List.C:122 @ 5bee0)
                                                 <spontaneous>
[125]    0.1    0.19    0.00                 Foam::autoPtr<Foam::diffusivityModels::diffusivityModel>::operator->() (autoPtrI.H:202 @ 58ff0) [125]
-----------------------------------------------
                                                 <spontaneous>
[185]    0.0    0.07    0.00                 Foam::UPtrList<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> >::operator[](int) (UPtrListI.H:119 @ 57ef0) [185]
-----------------------------------------------
                0.00    0.00      48/3960528     Foam::Field<Foam::Vector<double> >::writeEntry(Foam::word const&, Foam::Ostream&) const (Field.C:748 @ 9c7a0) [562]
                0.00    0.00     480/3960528     Foam::Ostream& Foam::operator<< <Foam::Vector<double> >(Foam::Ostream&, Foam::SolverPerformance<Foam::Vector<double> > const&) (SolverPerformance.C:235 @ 86456) [553]
                0.01    0.00 3960000/3960528     Foam::Ostream& Foam::operator<< <Foam::Vector<double> >(Foam::Ostream&, Foam::UList<Foam::Vector<double> > const&) (UListIO.C:118 @ 9c270) [332]
[270]    0.0    0.01    0.00 3960528         Foam::Ostream& Foam::operator<< <Foam::Vector<double>, double, (unsigned char)3>(Foam::Ostream&, Foam::VectorSpace<Foam::Vector<double>, double, (unsigned char)3> const&) (VectorSpace.C:104 @ 56e30) [270]
-----------------------------------------------
                0.00    0.00       8/151733      Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::GeometricField(Foam::IOobject const&, Foam::fvMesh const&) (refCount.H:73 @ b49be) [558]
                0.00    0.00     120/151733      Foam::tmp<Foam::fvMatrix<double> > Foam::fvm::SuSp<double>(Foam::DimensionedField<double, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (Field.C:51 @ 6b39f) [540]
                0.00    0.00     120/151733      Foam::tmp<Foam::fvMatrix<double> > Foam::fvm::SuSp<double>(Foam::DimensionedField<double, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (Field.C:51 @ 6b54e) [541]
                0.00    0.00     480/151733      Foam::tmp<Foam::Field<double> > Foam::max<double>(Foam::UList<double> const&, double const&) [clone .constprop.760] (Field.C:51 @ 4ddce) [526]
                0.00    0.00     480/151733      Foam::tmp<Foam::Field<double> > Foam::smearPatchToMesh::smear<double>(Foam::Field<double> const&) const (Field.C:51 @ 5e8a0) [527]
                0.00    0.00     480/151733      Foam::tmp<Foam::Field<double> > Foam::lduMatrix::faceH<double>(Foam::Field<double> const&) const (Field.C:51 @ 6893a) [528]
                0.00    0.00    1320/151733      Foam::tmp<Foam::Field<double> > Foam::operator/<double>(Foam::UList<double> const&, double const&) (Field.C:51 @ 5ea3d) [491]
                0.00    0.00    2880/151733      Foam::Field<Foam::Vector<double> >::component(unsigned char) const (Field.C:51 @ 5e78f) [470]
                0.00    0.00    4800/151733      Foam::tmp<Foam::Field<double> > Foam::operator*<double>(double const&, Foam::UList<double> const&) (Field.C:51 @ 5ee1d) [441]
                0.00    0.00    6730/151733      Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::GeometricField(Foam::IOobject const&, Foam::fvMesh const&, Foam::dimensionSet const&, Foam::word const&) (Field.C:51 @ b55f0) [433]
                0.00    0.00    7575/151733      Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::GeometricField(Foam::IOobject const&, Foam::fvMesh const&, Foam::dimensionSet const&, Foam::word const&) (Field.C:51 @ aac30) [431]
                0.00    0.00    8640/151733      Foam::tmp<Foam::FieldField<Foam::Field, double> > Foam::FieldField<Foam::Field, double>::NewCalculatedType<Foam::Vector<double> >(Foam::FieldField<Foam::Field, Foam::Vector<double> > const&) (refCount.H:73 @ 7cdbd) [429]
                0.00    0.00    9840/151733      Foam::tmp<Foam::Field<Foam::typeOfSum<double, double>::type> > Foam::operator-<double, double>(Foam::UList<double> const&, Foam::UList<double> const&) (Field.C:51 @ 5ec1d) [427]
                0.00    0.00   11040/151733      Foam::tmp<Foam::Field<Foam::innerProduct<Foam::Vector<double>, Foam::Vector<double> >::type> > Foam::operator&<Foam::Vector<double>, Foam::Vector<double> >(Foam::UList<Foam::Vector<double> > const&, Foam::UList<Foam::Vector<double> > const&) (Field.C:51 @ 5f1dd) [425]
                0.00    0.00   12720/151733      Foam::tmp<Foam::Field<double> > Foam::operator-<double>(Foam::UList<double> const&) (Field.C:51 @ 5efee) [422]
                0.00    0.00   12960/151733      Foam::fvMatrix<Foam::Vector<double> >::addBoundaryDiag(Foam::Field<double>&, unsigned char) const (refCount.H:73 @ 61a7d) [418]
                0.00    0.00   20160/151733      Foam::fvMatrix<Foam::Vector<double> >::addCmptAvBoundaryDiag(Foam::Field<double>&) const (refCount.H:73 @ 6148d) [412]
                0.00    0.00   51380/151733      Foam::tmp<Foam::Field<double> > Foam::fvPatch::patchInternalField<double>(Foam::UList<double> const&) const (Field.C:51 @ 68b00) [400]
[271]    0.0    0.01    0.00  151733         Foam::List<double>::List(int) (List.C:39 @ 5b110) [271]
-----------------------------------------------
                0.00    0.00       2/36113       Foam::DimensionedField<Foam::Vector<double>, Foam::volMesh>::readField(Foam::dictionary const&, Foam::word const&) (basic_string.h:236 @ 8242d) [557]
                0.00    0.00      12/36113       Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>::writeData(Foam::Ostream&) const (basic_string.h:146 @ 9c94e) [546]
                0.00    0.00      12/36113       Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>::writeData(Foam::Ostream&) const (wordI.H:93 @ 9c9ae) [547]
                0.00    0.00      12/36113       Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::writeData(Foam::Ostream&) const (basic_string.h:146 @ 9dace) [548]
                0.00    0.00      12/36113       Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::writeData(Foam::Ostream&) const (wordI.H:93 @ 9db2e) [549]
                0.00    0.00      14/36113       Foam::DimensionedField<double, Foam::volMesh>::readField(Foam::dictionary const&, Foam::word const&) (basic_string.h:236 @ 8158d) [545]
                0.00    0.00      17/36113       Foam::dimensioned<double> Foam::operator/<double>(Foam::dimensioned<double> const&, Foam::dimensioned<double> const&) (basic_string.h:236 @ 576df) [544]
                0.00    0.00      72/36113       Foam::fvsPatchField<double>::write(Foam::Ostream&) const (wordI.H:93 @ 9dc8c) [539]
                0.00    0.00     120/36113       Foam::dimensioned<double> Foam::operator-<double>(Foam::dimensioned<double> const&, Foam::dimensioned<double> const&) (basic_string.h:236 @ 595ef) [522]
                0.00    0.00     120/36113       Foam::tmp<Foam::fvMatrix<double> > Foam::fvm::div<double>(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (wordI.H:82 @ 93099) [521]
                0.00    0.00     120/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::operator-<double, Foam::fvsPatchField, Foam::surfaceMesh>(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (wordI.H:82 @ acfce) [524]
                0.00    0.00     120/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator-<double, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (wordI.H:82 @ b7f5a) [523]
                0.00    0.00     146/36113       Foam::dimensioned<double> Foam::operator*<double>(Foam::dimensioned<double> const&, Foam::dimensioned<double> const&) (basic_string.h:236 @ 599af) [519]
                0.00    0.00     186/36113       Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::writeData(Foam::Ostream&) const (basic_string.h:146 @ 9de6e) [517]
                0.00    0.00     186/36113       Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::writeData(Foam::Ostream&) const (wordI.H:93 @ 9dece) [518]
                0.00    0.00     240/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::fvc::interpolate<double>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (basic_string.h:440 @ 4ef7e) [495]
                0.00    0.00     240/36113       Foam::tmp<Foam::fvMatrix<Foam::Vector<double> > > Foam::fvm::laplacian<Foam::Vector<double>, double>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) [clone .constprop.738] (fvmLaplacian.C:216 @ 4f5b0) [498]
                0.00    0.00     240/36113       Foam::fvMatrix<Foam::Vector<double> >::relax() (basic_string.h:236 @ 6e1ef) [500]
                0.00    0.00     240/36113       Foam::fvMatrix<double>::relax() (basic_string.h:236 @ 6eebf) [501]
                0.00    0.00     240/36113       Foam::tmp<Foam::fvMatrix<double> > Foam::fvm::ddt<double>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (wordI.H:82 @ 9110c) [496]
                0.00    0.00     240/36113       Foam::tmp<Foam::fvMatrix<Foam::Vector<double> > > Foam::fvm::div<Foam::Vector<double> >(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (wordI.H:82 @ 9398f) [497]
                0.00    0.00     240/36113       Foam::SolverPerformance<Foam::Vector<double> > Foam::solve<Foam::Vector<double> >(Foam::tmp<Foam::fvMatrix<Foam::Vector<double> > > const&) (basic_string.h:146 @ a7bda) [499]
                0.00    0.00     240/36113       Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator-<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&) (basic_string.h:236 @ af14e) [504]
                0.00    0.00     240/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (wordI.H:82 @ b587e) [502]
                0.00    0.00     240/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator-<Foam::fvPatchField, Foam::volMesh>(Foam::dimensioned<double> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (basic_string.h:236 @ ba19c) [503]
                0.00    0.00     480/36113       Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::fvc::interpolate<Foam::Vector<double> >(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&) (surfaceInterpolate.C:211 @ 4e990) [478]
                0.00    0.00     480/36113       Foam::tmp<Foam::fvMatrix<double> > Foam::fvm::laplacian<double, double>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (wordI.H:82 @ 920bd) [479]
                0.00    0.00     480/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::fvPatchField, Foam::volMesh>(Foam::dimensioned<double> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (basic_string.h:236 @ b61bf) [480]
                0.00    0.00     480/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<double, Foam::fvPatchField, Foam::volMesh>(Foam::dimensioned<double> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (wordI.H:82 @ b6dc0) [482]
                0.00    0.00     480/36113       Foam::tmp<Foam::GeometricField<Foam::typeOfSum<double, double>::type, Foam::fvPatchField, Foam::volMesh> > Foam::operator+<double, double, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (wordI.H:82 @ b765b) [483]
                0.00    0.00     480/36113       Foam::tmp<Foam::GeometricField<Foam::typeOfSum<double, double>::type, Foam::fvPatchField, Foam::volMesh> > Foam::operator-<double, double, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (wordI.H:82 @ b85ef) [481]
                0.00    0.00     480/36113       Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::relax() (GeometricField.C:966 @ b8ca0) [477]
                0.00    0.00     482/36113       Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::Vector<double>, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::operator&<Foam::Vector<double>, Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh> > const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh> const&) (basic_string.h:236 @ abaac) [474]
                0.00    0.00     482/36113       Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (wordI.H:82 @ b007e) [475]
                0.00    0.00     482/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<double, Foam::fvPatchField, Foam::volMesh>(Foam::dimensioned<double> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (basic_string.h:236 @ b9280) [476]
                0.00    0.00     600/36113       Foam::fvMatrix<double>::solve() (wordI.H:93 @ a931c) [471]
                0.00    0.00     720/36113       Foam::tmp<Foam::GeometricField<Foam::outerProduct<Foam::Vector<double>, double>::type, Foam::fvPatchField, Foam::volMesh> > Foam::fvc::grad<double>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (wordI.H:82 @ 9272e) [464]
                0.00    0.00     720/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricScalarField.C:114 @ b6770) [465]
                0.00    0.00     720/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (wordI.H:82 @ b9b7e) [466]
                0.00    0.00     724/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (GeometricScalarField.C:114 @ b7a50) [461]
                0.00    0.00     960/36113       Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (wordI.H:82 @ b0810) [445]
                0.00    0.00    1208/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<double, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::dimensioned<double> const&) (basic_string.h:236 @ ba6ed) [438]
                0.00    0.00    2040/36113       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::fvc::div<double>(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (basic_string.h:440 @ b542f) [430]
                0.00    0.00    9448/36113       Foam::word::word(char const*, bool) [clone .constprop.784] (basic_string.h:236 @ 4dabd) [402]
